Wall time,Step,Value
1675937261.035649,1,0.0
1675937261.705428,10,0.0
1675937262.870045,20,0.0
1675937264.473016,30,0.0
1675937266.259137,40,0.0
1675937268.43659,50,0.2726660370826721
1675937284.122942,60,0.004253739025443792
1675937299.587735,70,0.0020162821747362614
1675937314.757479,80,0.002949837129563093
1675937330.618606,90,0.04374496266245842
1675937346.860366,100,0.05091112107038498
1675937362.962436,110,0.020940599963068962
1675937379.515495,120,0.08110667765140533
1675937395.995952,130,0.0787409245967865
1675937412.567379,140,0.07226568460464478
1675937429.364727,150,0.17361299693584442
1675937445.830347,160,0.08873218297958374
1675937462.160102,170,0.04721695929765701
1675937478.655976,180,0.05834760516881943
1675937495.258496,190,0.08023513853549957
1675937511.593166,200,0.04347585141658783
1675937528.531748,210,0.4234924912452698
1675937545.045846,220,0.04149534925818443
1675937561.660658,230,0.042554568499326706
1675937578.731943,240,0.3936738669872284
1675937595.91163,250,0.3775561451911926
1675937612.51508,260,0.040013693273067474
1675937629.21579,270,0.0753396600484848
1675937646.094051,280,0.037084758281707764
1675937662.665704,290,0.5062026381492615
1675937680.538515,300,0.029453277587890625
1675937697.384799,310,0.07958216220140457
1675937714.170066,320,0.03809146210551262
1675937730.721368,330,0.40913814306259155
1675937747.296917,340,0.04556559771299362
1675937763.838323,350,0.0174446739256382
1675937780.970082,360,0.03665366768836975
1675937797.379496,370,0.048810191452503204
1675937814.581414,380,0.05874979496002197
1675937832.347968,390,0.05183948203921318
1675937851.750064,400,0.05329588055610657
1675937869.190792,410,0.06235847622156143
1675937887.670276,420,0.05190785974264145
1675937905.456214,430,0.07728210091590881
1675937923.510128,440,0.048364244401454926
1675937941.31508,450,0.0564245879650116
1675937958.939488,460,0.058701664209365845
1675937976.411463,470,0.6082873344421387
1675937993.984055,480,0.049500416964292526
1675938013.417851,490,0.0629575327038765
1675938030.904299,500,0.02937653660774231
1675938048.541665,510,0.04409552365541458
1675938066.96327,520,0.6592772603034973
1675938085.774352,530,0.05406508594751358
1675938104.679153,540,0.047450192272663116
1675938122.968554,550,0.05109994858503342
1675938141.408201,560,0.03795209154486656
1675938159.364358,570,0.02275710180401802
1675938177.834435,580,0.028939761221408844
1675938196.649701,590,0.03845798224210739
1675938214.323117,600,0.020112790167331696
1675938232.386086,610,0.029735542833805084
1675938251.852595,620,0.01932389661669731
1675938269.730852,630,0.06462390720844269
1675938287.323076,640,0.03091776743531227
1675938304.102079,650,0.03024800680577755
1675938320.091509,660,0.0237643513828516
1675938335.883924,670,0.017458006739616394
1675938351.708753,680,0.03473779931664467
1675938367.757684,690,0.02559133991599083
1675938383.470297,700,0.019045695662498474
1675938399.021084,710,0.054914139211177826
1675938414.88888,720,0.025783006101846695
1675938430.768292,730,0.011767445132136345
1675938447.817697,740,0.012980625033378601
1675938464.606018,750,0.00950760766863823
1675938481.860048,760,0.019371220842003822
1675938497.71706,770,0.017327718436717987
1675938513.861189,780,0.015602328814566135
1675938529.718906,790,0.019702885299921036
1675938545.534249,800,0.014912541955709457
1675938561.368084,810,0.020338017493486404
1675938577.180984,820,0.01539363618940115
1675938593.840706,830,0.02074483223259449
1675938610.169611,840,0.01412081066519022
1675938626.106882,850,0.01958339847624302
1675938642.32251,860,0.014566116034984589
1675938657.882662,870,0.01798521727323532
1675938673.331366,880,0.023096242919564247
1675938689.840184,890,0.005848591681569815
1675938706.034108,900,0.016166135668754578
1675938722.332279,910,0.01379302330315113
1675938740.115346,920,0.01331616286188364
1675938756.822694,930,0.025929927825927734
1675938775.253068,940,0.022031141445040703
1675938792.709303,950,0.012874232605099678
1675938810.622108,960,0.008444522507488728
1675938829.028652,970,0.006350244395434856
1675938846.042152,980,0.015807459130883217
1675938864.658579,990,0.005770187824964523
