Wall time,Step,Value
1675930849.735132,1,201.2901611328125
1675930849.935673,10,215.49644470214844
1675930850.235391,20,204.6571044921875
1675930850.706826,30,201.4043731689453
1675930851.288822,40,204.92727661132812
1675930852.050129,50,202.93490600585938
1675930870.807543,60,214.1221466064453
1675930889.752342,70,209.80860900878906
1675930910.529073,80,200.02835083007812
1675930930.587048,90,189.44815063476562
1675930950.256069,100,179.01913452148438
1675930971.759047,110,174.9966583251953
1675930993.077891,120,169.83761596679688
1675931014.20306,130,168.69290161132812
1675931036.869487,140,154.63323974609375
1675931059.99624,150,156.69065856933594
1675931083.406887,160,141.43051147460938
1675931106.795441,170,141.71234130859375
1675931130.608691,180,137.18051147460938
1675931156.764799,190,137.88156127929688
1675931181.458075,200,124.6004409790039
1675931204.207236,210,124.91152954101562
1675931227.559225,220,121.14046478271484
1675931251.784212,230,114.43132019042969
1675931275.70077,240,121.15789031982422
1675931299.394061,250,106.3464126586914
1675931324.113844,260,111.04923248291016
1675931348.728343,270,111.92329406738281
1675931373.789347,280,104.7984390258789
1675931397.065868,290,97.9169921875
1675931420.506571,300,99.74845123291016
1675931444.281114,310,95.3223876953125
1675931467.488252,320,92.00833129882812
1675931490.56184,330,90.7499771118164
1675931513.514935,340,90.99321746826172
1675931536.678562,350,82.42417907714844
1675931560.246883,360,86.69832611083984
1675931585.193058,370,85.86529541015625
1675931610.588671,380,82.47904968261719
1675931638.379272,390,75.36469268798828
1675931666.271219,400,73.60380554199219
1675931692.589625,410,70.46878051757812
1675931718.715488,420,72.48394775390625
1675931744.998763,430,79.83097076416016
1675931773.275589,440,70.79368591308594
1675931800.022206,450,78.02685546875
1675931827.337425,460,70.53250885009766
1675931853.340381,470,71.04653930664062
1675931879.996005,480,63.12425231933594
1675931906.791607,490,68.6650390625
1675931933.336043,500,70.40646362304688
1675931961.407096,510,67.53388977050781
1675931988.989184,520,65.92638397216797
1675932017.123892,530,66.35794830322266
1675932045.012801,540,72.44932556152344
1675932072.877224,550,67.33259582519531
1675932100.852775,560,62.0582160949707
1675932129.117214,570,58.696102142333984
1675932159.244578,580,57.72932434082031
1675932186.948106,590,56.84443664550781
1675932215.833175,600,55.42988586425781
1675932243.825947,610,64.43870544433594
1675932271.907254,620,62.08351516723633
1675932300.558887,630,63.15872573852539
1675932329.525804,640,55.064029693603516
1675932358.450785,650,60.05915451049805
1675932386.381763,660,56.028446197509766
1675932415.446019,670,55.45665740966797
1675932443.692039,680,53.37274169921875
1675932471.629574,690,58.222938537597656
1675932499.591653,700,52.89718246459961
1675932528.943478,710,62.481727600097656
1675932556.811684,720,50.724266052246094
1675932585.571716,730,48.45381546020508
1675932613.962327,740,49.55337905883789
1675932643.517922,750,50.398040771484375
1675932673.353214,760,53.01816177368164
1675932702.87899,770,52.718597412109375
1675932732.440284,780,54.615230560302734
1675932762.966751,790,54.37943649291992
1675932790.671928,800,49.43280792236328
1675932818.889662,810,45.57876968383789
1675932848.831288,820,46.9976921081543
1675932880.363076,830,44.0079345703125
1675932910.22443,840,51.143917083740234
1675932940.721515,850,48.805973052978516
1675932971.533335,860,46.57456970214844
1675933002.025764,870,47.136417388916016
1675933033.490472,880,48.26378631591797
1675933065.361625,890,47.921295166015625
1675933095.730254,900,46.19769287109375
1675933127.665096,910,44.075096130371094
1675933157.284569,920,44.19314956665039
1675933188.063395,930,49.54838180541992
1675933220.006862,940,46.36372375488281
1675933251.346255,950,52.30757141113281
1675933281.687692,960,51.29682922363281
1675933313.087415,970,53.566741943359375
1675933343.643385,980,48.833030700683594
1675933375.165651,990,43.43271255493164
1675933405.302116,1000,42.99004364013672
1675933437.501067,1010,42.77140808105469
1675933468.45619,1020,44.42338562011719
1675933500.26005,1030,41.68271255493164
1675933530.78018,1040,40.15834426879883
1675933561.982848,1050,43.15094757080078
1675933594.066181,1060,42.16246795654297
1675933624.715712,1070,47.47779846191406
1675933656.915766,1080,42.95196533203125
1675933687.557534,1090,49.53185272216797
1675933720.391028,1100,44.47542190551758
1675933751.22134,1110,41.3301887512207
1675933783.24271,1120,40.436279296875
1675933815.246703,1130,38.352203369140625
1675933847.469453,1140,39.2896728515625
1675933879.161288,1150,40.688323974609375
1675933911.948514,1160,39.550724029541016
1675933943.987242,1170,36.796451568603516
1675933975.514373,1180,40.36388397216797
1675934009.056862,1190,39.7130126953125
1675934043.675931,1200,42.0766716003418
1675934074.633321,1210,35.98008728027344
1675934104.781144,1220,36.67805480957031
1675934133.39983,1230,34.9459342956543
1675934162.374979,1240,34.758155822753906
1675934193.552583,1250,36.63485336303711
1675934224.181977,1260,39.20813751220703
1675934253.553478,1270,37.52388000488281
1675934284.446382,1280,53.993980407714844
1675934314.28003,1290,36.1688346862793
1675934343.782873,1300,38.3551139831543
1675934374.140002,1310,37.07524871826172
1675934403.623531,1320,36.92398452758789
1675934433.845449,1330,37.12502670288086
1675934463.411488,1340,37.33770751953125
1675934492.009285,1350,34.527156829833984
1675934517.751947,1360,34.059471130371094
1675934543.490636,1370,35.48396301269531
1675934569.393051,1380,35.290870666503906
1675934595.10142,1390,34.99296951293945
1675934620.843357,1400,33.41252136230469
1675934646.863671,1410,34.32908248901367
1675934672.487526,1420,39.13844299316406
1675934697.980122,1430,44.47195816040039
1675934723.185552,1440,39.480838775634766
1675934749.880187,1450,41.458396911621094
1675934778.502402,1460,35.618072509765625
1675934807.179707,1470,32.80693054199219
1675934836.411804,1480,37.843505859375
1675934867.409182,1490,35.90331268310547
1675934897.174308,1500,35.50833511352539
1675934926.023587,1510,36.40045928955078
1675934955.434889,1520,38.7078857421875
1675934985.110745,1530,36.606101989746094
1675935013.896384,1540,41.40827941894531
1675935044.210739,1550,40.7119140625
1675935073.731285,1560,42.41290283203125
1675935102.522134,1570,37.89064407348633
1675935131.909333,1580,37.083370208740234
1675935160.848173,1590,41.520320892333984
1675935190.567444,1600,47.37741470336914
1675935221.700741,1610,37.89903259277344
