Wall time,Step,Value
1675930849.736814,1,201.2901611328125
1675930849.936534,10,235.1152801513672
1675930850.23674,20,220.78504943847656
1675930850.707634,30,224.3925018310547
1675930851.289783,40,215.19776916503906
1675930852.051033,50,214.9857940673828
1675930870.808459,60,232.45945739746094
1675930889.753464,70,231.80165100097656
1675930910.52986,80,216.63595581054688
1675930930.587864,90,209.52679443359375
1675930950.256876,100,193.03294372558594
1675930971.759832,110,189.3524627685547
1675930993.078664,120,191.3920440673828
1675931014.204061,130,184.52066040039062
1675931036.87072,140,187.72474670410156
1675931059.997153,150,182.9749755859375
1675931083.407749,160,170.88050842285156
1675931106.796357,170,161.30026245117188
1675931130.609592,180,154.65061950683594
1675931156.766072,190,172.05958557128906
1675931181.459027,200,160.79168701171875
1675931204.208175,210,171.0005340576172
1675931227.560489,220,148.56300354003906
1675931251.785095,230,153.06048583984375
1675931275.70167,240,154.75050354003906
1675931299.394931,250,145.65948486328125
1675931324.114833,260,132.5986785888672
1675931348.729503,270,144.07623291015625
1675931373.790216,280,120.04561614990234
1675931397.066756,290,122.6245346069336
1675931420.507396,300,142.27687072753906
1675931444.282478,310,116.99092102050781
1675931467.489177,320,129.5369415283203
1675931490.562797,330,114.42625427246094
1675931513.515797,340,128.45333862304688
1675931536.679443,350,103.47535705566406
1675931560.247791,360,117.03719329833984
1675931585.194078,370,117.15597534179688
1675931610.590042,380,92.71582794189453
1675931638.38062,390,100.2903060913086
1675931666.272156,400,92.9205322265625
1675931692.591019,410,80.9949722290039
1675931718.716848,420,95.09773254394531
1675931744.999975,430,98.73859405517578
1675931773.277228,440,85.83491516113281
1675931800.023312,450,102.73953247070312
1675931827.338576,460,85.066650390625
1675931853.341547,470,91.02235412597656
1675931879.997114,480,77.9787826538086
1675931906.792768,490,97.10404968261719
1675931933.33702,500,92.45482635498047
1675931961.408077,510,86.51907348632812
1675931988.991081,520,91.73729705810547
1675932017.12507,530,113.38396453857422
1675932045.013751,540,91.4977035522461
1675932072.878587,550,87.94505310058594
1675932100.853878,560,75.6277847290039
1675932129.118601,570,65.41487121582031
1675932159.245577,580,73.06415557861328
1675932186.949261,590,75.06144714355469
1675932215.834192,600,65.87802124023438
1675932243.826895,610,72.41778564453125
1675932271.908711,620,120.55237579345703
1675932300.560582,630,93.93383026123047
1675932329.526971,640,64.73175048828125
1675932358.451757,650,73.10057830810547
1675932386.382871,660,62.63880920410156
1675932415.447173,670,69.77015686035156
