CMDLINE /home/ale/.virtualenvs/pin2/bin/python dqn_cartpole.py
MEM 477.191406 1672825961.3544
MEM 477.609375 1672825961.4549
MEM 477.574219 1672825961.5553
MEM 477.718750 1672825961.6556
MEM 478.554688 1672825961.7562
MEM 479.468750 1672825961.8565
MEM 479.894531 1672825961.9570
MEM 479.859375 1672825962.0573
MEM 479.996094 1672825962.1577
MEM 480.824219 1672825962.2580
MEM 481.710938 1672825962.3584
MEM 482.140625 1672825962.4588
MEM 482.109375 1672825962.5593
MEM 482.523438 1672825962.6596
MEM 483.605469 1672825962.7599
MEM 484.367188 1672825962.8603
MEM 484.933594 1672825962.9607
MEM 484.902344 1672825963.0612
MEM 484.886719 1672825963.1616
MEM 485.472656 1672825963.2619
MEM 486.421875 1672825963.3623
MEM 487.039062 1672825963.4628
MEM 487.214844 1672825963.5632
MEM 487.183594 1672825963.6635
MEM 487.593750 1672825963.7639
MEM 488.167969 1672825963.8642
MEM 489.062500 1672825963.9646
MEM 489.515625 1672825964.0651
MEM 489.804688 1672825964.1655
MEM 489.941406 1672825964.2658
MEM 490.765625 1672825964.3662
MEM 491.640625 1672825964.4667
MEM 492.250000 1672825964.5671
MEM 492.269531 1672825964.6676
MEM 492.457031 1672825964.7680
MEM 492.742188 1672825964.8684
MEM 493.613281 1672825964.9688
MEM 494.042969 1672825965.0692
MEM 494.652344 1672825965.1697
MEM 494.679688 1672825965.2701
MEM 494.660156 1672825965.3706
MEM 494.707031 1672825965.4711
MEM 495.601562 1672825965.5715
MEM 496.007812 1672825965.6719
MEM 496.687500 1672825965.7723
MEM 497.558594 1672825965.8726
MEM 497.542969 1672825965.9730
MEM 497.582031 1672825966.0734
MEM 498.488281 1672825966.1738
MEM 498.886719 1672825966.2742
MEM 499.832031 1672825966.3746
MEM 499.906250 1672825966.4750
MEM 499.894531 1672825966.5754
MEM 500.140625 1672825966.6758
MEM 500.832031 1672825966.7762
MEM 501.742188 1672825966.8767
MEM 502.222656 1672825966.9770
MEM 502.250000 1672825967.0774
MEM 502.300781 1672825967.1778
MEM 502.933594 1672825967.2782
MEM 503.859375 1672825967.3786
MEM 504.847656 1672825967.4790
MEM 504.886719 1672825967.5794
MEM 504.859375 1672825967.6798
MEM 505.300781 1672825967.7802
MEM 506.210938 1672825967.8806
MEM 507.210938 1672825967.9809
MEM 507.246094 1672825968.0813
MEM 507.214844 1672825968.1816
MEM 507.628906 1672825968.2821
MEM 508.554688 1672825968.3824
MEM 509.496094 1672825968.4828
MEM 509.593750 1672825968.5833
MEM 509.828125 1672825968.6869
MEM 510.144531 1672825968.7874
MEM 511.054688 1672825968.8877
MEM 511.863281 1672825968.9881
MEM 512.480469 1672825969.0885
MEM 512.464844 1672825969.1890
MEM 512.781250 1672825969.2893
MEM 513.921875 1672825969.3898
MEM 514.835938 1672825969.4902
MEM 514.878906 1672825969.5906
MEM 514.847656 1672825969.6910
MEM 515.820312 1672825969.7914
MEM 516.460938 1672825969.8919
MEM 517.199219 1672825969.9923
MEM 517.230469 1672825970.0928
MEM 517.457031 1672825970.1932
MEM 517.496094 1672825970.2936
MEM 517.972656 1672825970.3940
MEM 518.378906 1672825970.4944
MEM 519.304688 1672825970.5948
MEM 519.742188 1672825970.6952
MEM 519.777344 1672825970.7955
MEM 519.761719 1672825970.8959
MEM 520.390625 1672825970.9963
MEM 520.753906 1672825971.0968
MEM 521.707031 1672825971.1972
MEM 522.132812 1672825971.2976
MEM 522.156250 1672825971.3980
MEM 522.246094 1672825971.4984
MEM 523.203125 1672825971.5989
MEM 523.527344 1672825971.6993
MEM 524.769531 1672825971.7997
MEM 525.062500 1672825971.9002
MEM 525.035156 1672825972.0005
MEM 525.578125 1672825972.1009
MEM 526.414062 1672825972.2013
MEM 527.433594 1672825972.3017
MEM 527.417969 1672825972.4020
MEM 527.386719 1672825972.5026
MEM 528.023438 1672825972.6030
MEM 528.332031 1672825972.7034
MEM 529.207031 1672825972.8038
MEM 529.753906 1672825972.9042
MEM 529.789062 1672825973.0046
MEM 529.945312 1672825973.1051
MEM 530.574219 1672825973.2054
MEM 531.273438 1672825973.3058
MEM 532.398438 1672825973.4062
MEM 532.437500 1672825973.5067
MEM 532.406250 1672825973.6070
MEM 532.828125 1672825973.7075
MEM 533.382812 1672825973.8079
MEM 534.156250 1672825973.9083
MEM 534.769531 1672825974.0087
MEM 534.824219 1672825974.1091
MEM 534.792969 1672825974.2095
MEM 535.351562 1672825974.3099
MEM 536.277344 1672825974.4103
MEM 537.195312 1672825974.5107
MEM 537.453125 1672825974.6111
MEM 537.421875 1672825974.7115
MEM 537.968750 1672825974.8120
MEM 539.214844 1672825974.9123
MEM 539.578125 1672825975.0127
MEM 540.210938 1672825975.1130
MEM 540.089844 1672825975.2134
MEM 540.332031 1672825975.3138
MEM 540.625000 1672825975.4142
MEM 541.582031 1672825975.5146
MEM 541.964844 1672825975.6150
MEM 542.445312 1672825975.7154
MEM 542.484375 1672825975.8158
MEM 542.468750 1672825975.9163
MEM 542.628906 1672825976.0169
MEM 543.531250 1672825976.1173
MEM 543.953125 1672825976.2178
MEM 544.574219 1672825976.3182
MEM 544.867188 1672825976.4187
MEM 544.851562 1672825976.5190
MEM 545.265625 1672825976.6194
MEM 546.156250 1672825976.7198
MEM 546.562500 1672825976.8201
MEM 547.484375 1672825976.9206
MEM 547.519531 1672825977.0209
MEM 547.488281 1672825977.1212
MEM 548.023438 1672825977.2216
MEM 548.976562 1672825977.3219
MEM 549.886719 1672825977.4222
MEM 549.941406 1672825977.5226
MEM 549.906250 1672825977.6230
MEM 550.042969 1672825977.7235
MEM 550.839844 1672825977.8238
MEM 551.871094 1672825977.9243
MEM 552.535156 1672825978.0247
MEM 552.550781 1672825978.1251
MEM 552.781250 1672825978.2254
MEM 552.949219 1672825978.3259
MEM 553.832031 1672825978.4264
MEM 554.269531 1672825978.5267
MEM 555.152344 1672825978.6271
MEM 555.167969 1672825978.7275
MEM 555.136719 1672825978.8279
MEM 555.562500 1672825978.9284
MEM 556.121094 1672825979.0287
MEM 557.050781 1672825979.1292
MEM 557.570312 1672825979.2296
MEM 557.550781 1672825979.3300
MEM 557.726562 1672825979.4304
MEM 558.542969 1672825979.5307
MEM 559.531250 1672825979.6312
MEM 560.167969 1672825979.7316
MEM 560.207031 1672825979.8320
MEM 560.371094 1672825979.9324
MEM 561.191406 1672825980.0328
MEM 562.195312 1672825980.1332
MEM 562.570312 1672825980.2335
MEM 562.609375 1672825980.3340
MEM 562.589844 1672825980.4344
MEM 563.136719 1672825980.5347
MEM 563.566406 1672825980.6351
MEM 564.476562 1672825980.7355
MEM 565.304688 1672825980.8359
MEM 565.339844 1672825980.9371
MEM 565.316406 1672825981.0374
MEM 565.851562 1672825981.1378
MEM 566.261719 1672825981.2385
MEM 567.339844 1672825981.3389
MEM 567.894531 1672825981.4394
MEM 567.941406 1672825981.5399
MEM 567.906250 1672825981.6402
MEM 568.378906 1672825981.7406
MEM 568.882812 1672825981.8411
MEM 569.703125 1672825981.9415
MEM 570.253906 1672825982.0419
MEM 570.285156 1672825982.1423
MEM 570.269531 1672825982.2427
MEM 570.718750 1672825982.3430
MEM 571.609375 1672825982.4435
MEM 572.625000 1672825982.5439
MEM 572.652344 1672825982.6444
MEM 572.828125 1672825982.7447
MEM 573.324219 1672825982.8451
MEM 573.851562 1672825982.9455
MEM 574.726562 1672825983.0458
MEM 575.226562 1672825983.1462
MEM 575.253906 1672825983.2466
MEM 575.234375 1672825983.3469
MEM 575.714844 1672825983.4472
MEM 576.226562 1672825983.5476
MEM 577.058594 1672825983.6480
MEM 577.621094 1672825983.7484
MEM 577.859375 1672825983.8489
MEM 577.828125 1672825983.9493
MEM 578.644531 1672825984.0497
MEM 579.281250 1672825984.1501
MEM 580.269531 1672825984.2504
MEM 580.316406 1672825984.3508
MEM 580.558594 1672825984.4512
MEM 580.609375 1672825984.5516
MEM 581.500000 1672825984.6519
MEM 582.402344 1672825984.7522
MEM 582.886719 1672825984.8527
MEM 582.917969 1672825984.9531
MEM 582.906250 1672825985.0535
MEM 583.347656 1672825985.1540
MEM 584.125000 1672825985.2543
MEM 584.683594 1672825985.3547
MEM 585.238281 1672825985.4551
MEM 585.289062 1672825985.5555
MEM 585.273438 1672825985.6560
MEM 585.257812 1672825985.7565
MEM 585.773438 1672825985.8569
MEM 586.175781 1672825985.9589
MEM 587.074219 1672825986.0594
MEM 587.804688 1672825986.1598
MEM 587.828125 1672825986.2603
MEM 587.925781 1672825986.3607
MEM 588.378906 1672825986.4611
MEM 589.453125 1672825986.5614
MEM 590.160156 1672825986.6617
MEM 590.187500 1672825986.7621
MEM 590.226562 1672825986.8625
MEM 590.988281 1672825986.9630
MEM 591.554688 1672825987.0634
MEM 592.773438 1672825987.1638
MEM 592.812500 1672825987.2642
MEM 592.781250 1672825987.3645
MEM 593.347656 1672825987.4649
MEM 594.437500 1672825987.5655
MEM 595.445312 1672825987.6658
MEM 595.414062 1672825987.7663
MEM 595.382812 1672825987.8666
MEM 595.953125 1672825987.9670
MEM 596.839844 1672825988.0676
MEM 597.269531 1672825988.1680
MEM 597.746094 1672825988.2684
MEM 597.804688 1672825988.3688
MEM 597.777344 1672825988.4692
MEM 598.093750 1672825988.5696
MEM 598.675781 1672825988.6700
MEM 599.101562 1672825988.7704
MEM 600.058594 1672825988.8708
MEM 600.109375 1672825988.9712
MEM 600.093750 1672825989.0717
MEM 600.449219 1672825989.1721
MEM 601.398438 1672825989.2725
MEM 601.730469 1672825989.3729
MEM 602.253906 1672825989.4733
MEM 602.707031 1672825989.5737
MEM 602.675781 1672825989.6741
MEM 603.292969 1672825989.7745
MEM 604.156250 1672825989.8749
MEM 604.585938 1672825989.9754
MEM 605.066406 1672825990.0758
MEM 605.066406 1672825990.1762
MEM 605.066406 1672825990.2766
MEM 605.035156 1672825990.3771
MEM 605.019531 1672825990.4775
MEM 605.257812 1672825990.5780
MEM 605.226562 1672825990.6784
MEM 605.214844 1672825990.7789
MEM 605.183594 1672825990.8793
MEM 605.167969 1672825990.9796
MEM 605.394531 1672825991.0800
MEM 605.375000 1672825991.1804
MEM 605.347656 1672825991.2808
MEM 605.316406 1672825991.3813
MEM 605.300781 1672825991.4817
MEM 605.281250 1672825991.5821
MEM 605.269531 1672825991.6826
MEM 605.238281 1672825991.7830
MEM 605.222656 1672825991.8833
MEM 605.207031 1672825991.9837
MEM 605.175781 1672825992.0841
MEM 605.160156 1672825992.1844
MEM 605.144531 1672825992.2848
MEM 605.113281 1672825992.3852
MEM 605.097656 1672825992.4858
MEM 605.082031 1672825992.5862
MEM 605.050781 1672825992.6867
MEM 605.292969 1672825992.7871
MEM 605.277344 1672825992.8876
MEM 605.300781 1672825992.9881
MEM 605.480469 1672825993.0885
MEM 605.464844 1672825993.1890
MEM 605.527344 1672825993.2894
MEM 605.582031 1672825993.3898
MEM 605.562500 1672825993.4903
MEM 605.550781 1672825993.5907
MEM 605.753906 1672825993.6912
MEM 605.921875 1672825993.7915
MEM 606.277344 1672825993.8918
MEM 606.750000 1672825993.9922
MEM 606.734375 1672825994.0926
MEM 606.781250 1672825994.1930
MEM 606.917969 1672825994.2934
MEM 607.312500 1672825994.3937
MEM 607.667969 1672825994.4941
MEM 607.886719 1672825994.5944
MEM 608.113281 1672825994.6948
MEM 608.183594 1672825994.7952
MEM 608.687500 1672825994.8956
MEM 609.316406 1672825994.9960
MEM 610.187500 1672825995.0964
MEM 610.171875 1672825995.1967
MEM 610.140625 1672825995.2971
MEM 610.632812 1672825995.3975
MEM 611.484375 1672825995.4980
MEM 612.160156 1672825995.5984
MEM 612.394531 1672825995.6988
MEM 612.363281 1672825995.7991
MEM 612.347656 1672825995.8996
MEM 612.460938 1672825995.9999
MEM 613.308594 1672825996.1002
MEM 614.183594 1672825996.2007
MEM 614.917969 1672825996.3010
MEM 614.890625 1672825996.4014
MEM 614.875000 1672825996.5017
MEM 615.355469 1672825996.6021
MEM 616.074219 1672825996.7025
MEM 617.179688 1672825996.8029
MEM 617.152344 1672825996.9033
MEM 617.140625 1672825997.0037
MEM 617.195312 1672825997.1040
MEM 618.085938 1672825997.2044
MEM 618.710938 1672825997.3048
MEM 619.636719 1672825997.4051
MEM 619.621094 1672825997.5056
MEM 619.605469 1672825997.6060
MEM 619.656250 1672825997.7065
MEM 620.820312 1672825997.8069
MEM 621.652344 1672825997.9073
MEM 622.167969 1672825998.0078
MEM 622.136719 1672825998.1081
MEM 622.160156 1672825998.2085
MEM 623.062500 1672825998.3088
MEM 623.464844 1672825998.4092
MEM 624.433594 1672825998.5096
MEM 624.386719 1672825998.6100
MEM 624.367188 1672825998.7105
MEM 624.417969 1672825998.8109
MEM 625.308594 1672825998.9113
MEM 626.148438 1672825999.0116
MEM 626.640625 1672825999.1119
MEM 626.867188 1672825999.2123
MEM 627.156250 1672825999.3128
MEM 627.808594 1672825999.4131
MEM 628.710938 1672825999.5135
MEM 629.117188 1672825999.6139
MEM 629.125000 1672825999.7143
MEM 629.093750 1672825999.8147
MEM 629.562500 1672825999.9151
MEM 630.484375 1672826000.0155
MEM 631.449219 1672826000.1158
MEM 631.734375 1672826000.2163
MEM 631.707031 1672826000.3166
MEM 632.253906 1672826000.4170
MEM 632.640625 1672826000.5174
MEM 633.308594 1672826000.6179
MEM 634.015625 1672826000.7182
MEM 634.242188 1672826000.8186
MEM 634.226562 1672826000.9191
MEM 634.265625 1672826001.0198
MEM 634.664062 1672826001.1202
MEM 635.671875 1672826001.2205
MEM 635.984375 1672826001.3209
MEM 636.507812 1672826001.4214
MEM 636.476562 1672826001.5218
MEM 636.511719 1672826001.6222
MEM 637.386719 1672826001.7226
MEM 638.316406 1672826001.8230
MEM 638.691406 1672826001.9234
MEM 638.671875 1672826002.0237
MEM 638.644531 1672826002.1241
MEM 639.214844 1672826002.2246
MEM 640.289062 1672826002.3250
MEM 641.195312 1672826002.4253
MEM 641.179688 1672826002.5257
MEM 641.148438 1672826002.6262
MEM 641.753906 1672826002.7266
MEM 642.101562 1672826002.8270
MEM 642.812500 1672826002.9274
MEM 643.445312 1672826003.0277
MEM 643.425781 1672826003.1281
MEM 643.394531 1672826003.2285
MEM 644.027344 1672826003.3289
MEM 644.601562 1672826003.4306
MEM 645.039062 1672826003.5310
MEM 645.953125 1672826003.6314
MEM 645.933594 1672826003.7318
MEM 645.906250 1672826003.8322
MEM 646.480469 1672826003.9327
MEM 647.125000 1672826004.0331
MEM 647.523438 1672826004.1335
MEM 648.453125 1672826004.2340
MEM 648.437500 1672826004.3344
MEM 648.421875 1672826004.4348
MEM 648.523438 1672826004.5354
MEM 648.980469 1672826004.6358
MEM 649.796875 1672826004.7362
MEM 650.753906 1672826004.8366
MEM 650.699219 1672826004.9371
MEM 650.667969 1672826005.0375
MEM 651.218750 1672826005.1378
MEM 652.156250 1672826005.2383
MEM 652.574219 1672826005.3388
MEM 652.929688 1672826005.4392
MEM 653.156250 1672826005.5396
MEM 653.253906 1672826005.6400
MEM 653.980469 1672826005.7405
MEM 654.539062 1672826005.8409
MEM 655.320312 1672826005.9414
MEM 655.425781 1672826006.0418
MEM 655.410156 1672826006.1422
MEM 655.550781 1672826006.2426
MEM 656.449219 1672826006.3430
MEM 657.125000 1672826006.4434
MEM 657.957031 1672826006.5439
MEM 657.925781 1672826006.6443
MEM 657.906250 1672826006.7448
MEM 658.449219 1672826006.8451
MEM 659.367188 1672826006.9456
MEM 660.285156 1672826007.0460
MEM 660.191406 1672826007.1464
MEM 660.414062 1672826007.2468
MEM 660.964844 1672826007.3472
MEM 661.898438 1672826007.4475
MEM 662.550781 1672826007.5479
MEM 662.695312 1672826007.6483
MEM 662.667969 1672826007.7488
MEM 663.089844 1672826007.8491
MEM 663.644531 1672826007.9495
MEM 664.414062 1672826008.0498
MEM 664.984375 1672826008.1502
MEM 664.972656 1672826008.2506
MEM 664.941406 1672826008.3510
MEM 665.109375 1672826008.4515
MEM 665.921875 1672826008.5519
MEM 667.082031 1672826008.6525
MEM 667.507812 1672826008.7529
MEM 667.472656 1672826008.8533
MEM 667.714844 1672826008.9537
MEM 668.035156 1672826009.0541
MEM 668.957031 1672826009.1546
MEM 669.332031 1672826009.2549
MEM 669.777344 1672826009.3554
MEM 669.746094 1672826009.4559
MEM 669.730469 1672826009.5562
MEM 670.394531 1672826009.6566
MEM 670.960938 1672826009.7569
MEM 671.898438 1672826009.8573
MEM 672.296875 1672826009.9578
MEM 672.265625 1672826010.0582
MEM 672.410156 1672826010.1586
MEM 673.476562 1672826010.2590
MEM 673.988281 1672826010.3594
MEM 674.804688 1672826010.4599
MEM 674.789062 1672826010.5603
MEM 674.757812 1672826010.6607
MEM 674.937500 1672826010.7611
MEM 675.746094 1672826010.8624
MEM 676.261719 1672826010.9628
MEM 677.070312 1672826011.0633
MEM 677.058594 1672826011.1637
MEM 677.046875 1672826011.2641
MEM 677.187500 1672826011.3646
MEM 678.027344 1672826011.4649
MEM 679.011719 1672826011.5654
MEM 679.347656 1672826011.6657
MEM 679.332031 1672826011.7662
MEM 679.558594 1672826011.8666
MEM 680.082031 1672826011.9670
MEM 681.050781 1672826012.0675
MEM 681.429688 1672826012.1680
MEM 681.871094 1672826012.2683
MEM 681.839844 1672826012.3688
MEM 682.062500 1672826012.4692
MEM 682.941406 1672826012.5696
MEM 683.582031 1672826012.6700
MEM 684.437500 1672826012.7704
MEM 684.425781 1672826012.8707
MEM 684.394531 1672826012.9711
MEM 684.957031 1672826013.0715
MEM 685.621094 1672826013.1719
MEM 686.285156 1672826013.2723
MEM 686.726562 1672826013.3726
MEM 686.953125 1672826013.4730
MEM 686.937500 1672826013.5734
MEM 687.468750 1672826013.6737
MEM 688.167969 1672826013.7742
MEM 688.812500 1672826013.8746
MEM 689.222656 1672826013.9750
MEM 689.195312 1672826014.0754
MEM 689.433594 1672826014.1757
MEM 690.265625 1672826014.2762
MEM 690.683594 1672826014.3766
MEM 691.574219 1672826014.4770
MEM 691.484375 1672826014.5774
MEM 691.472656 1672826014.6779
MEM 691.605469 1672826014.7783
MEM 691.996094 1672826014.8787
MEM 692.953125 1672826014.9791
MEM 694.007812 1672826015.0795
MEM 693.980469 1672826015.1799
MEM 694.144531 1672826015.2803
MEM 694.972656 1672826015.3806
MEM 695.847656 1672826015.4810
MEM 696.285156 1672826015.5815
MEM 696.253906 1672826015.6819
MEM 696.667969 1672826015.7824
MEM 697.570312 1672826015.8827
MEM 698.242188 1672826015.9831
MEM 698.824219 1672826016.0835
MEM 698.808594 1672826016.1839
MEM 698.792969 1672826016.2842
MEM 698.777344 1672826016.3846
MEM 699.320312 1672826016.4850
MEM 700.253906 1672826016.5854
MEM 700.914062 1672826016.6857
MEM 701.339844 1672826016.7862
MEM 701.324219 1672826016.8867
MEM 701.292969 1672826016.9871
MEM 701.421875 1672826017.0875
MEM 702.351562 1672826017.1880
MEM 702.785156 1672826017.2883
MEM 703.687500 1672826017.3887
MEM 703.601562 1672826017.4891
MEM 703.582031 1672826017.5895
MEM 703.718750 1672826017.6898
MEM 704.625000 1672826017.7903
MEM 705.042969 1672826017.8907
MEM 705.449219 1672826017.9911
MEM 705.875000 1672826018.0916
MEM 705.859375 1672826018.1920
MEM 705.843750 1672826018.2924
MEM 706.226562 1672826018.3928
MEM 707.039062 1672826018.4932
MEM 707.812500 1672826018.5938
MEM 708.386719 1672826018.6941
MEM 708.367188 1672826018.7946
MEM 708.339844 1672826018.8951
MEM 708.882812 1672826018.9955
MEM 710.082031 1672826019.0959
MEM 710.996094 1672826019.1962
MEM 710.882812 1672826019.2966
MEM 710.851562 1672826019.3969
MEM 711.515625 1672826019.4973
MEM 711.914062 1672826019.5976
MEM 712.816406 1672826019.6980
MEM 713.261719 1672826019.7984
MEM 713.488281 1672826019.8988
MEM 713.531250 1672826019.9991
MEM 714.414062 1672826020.0995
MEM 715.078125 1672826020.1999
MEM 715.773438 1672826020.3003
MEM 715.738281 1672826020.4007
MEM 715.726562 1672826020.5011
MEM 716.160156 1672826020.6015
MEM 716.687500 1672826020.7019
MEM 717.644531 1672826020.8024
MEM 718.066406 1672826020.9029
MEM 718.050781 1672826021.0033
MEM 718.035156 1672826021.1038
MEM 718.066406 1672826021.2042
MEM 718.714844 1672826021.3046
MEM 719.359375 1672826021.4050
MEM 720.574219 1672826021.5054
MEM 720.558594 1672826021.6058
MEM 720.539062 1672826021.7062
MEM 720.593750 1672826021.8066
MEM 720.992188 1672826021.9071
MEM 721.878906 1672826022.0075
MEM 722.304688 1672826022.1079
MEM 722.820312 1672826022.2082
MEM 722.789062 1672826022.3085
MEM 723.089844 1672826022.4090
MEM 723.472656 1672826022.5095
MEM 724.476562 1672826022.6099
MEM 725.410156 1672826022.7103
MEM 725.402344 1672826022.8107
MEM 725.386719 1672826022.9112
MEM 725.421875 1672826023.0116
MEM 726.320312 1672826023.1119
MEM 727.484375 1672826023.2124
MEM 727.925781 1672826023.3127
MEM 727.894531 1672826023.4131
MEM 727.917969 1672826023.5135
MEM 728.320312 1672826023.6138
MEM 729.222656 1672826023.7143
MEM 730.164062 1672826023.8147
MEM 730.132812 1672826023.9151
MEM 730.117188 1672826024.0156
MEM 730.566406 1672826024.1159
MEM 731.449219 1672826024.2162
MEM 732.410156 1672826024.3166
MEM 732.378906 1672826024.4170
MEM 732.363281 1672826024.5174
MEM 733.136719 1672826024.6179
MEM 734.042969 1672826024.7183
MEM 734.476562 1672826024.8187
MEM 734.863281 1672826024.9191
MEM 734.847656 1672826025.0196
MEM 734.890625 1672826025.1201
MEM 736.042969 1672826025.2205
MEM 736.984375 1672826025.3208
MEM 737.371094 1672826025.4212
MEM 737.339844 1672826025.5217
MEM 737.917969 1672826025.6221
MEM 738.566406 1672826025.7225
MEM 739.210938 1672826025.8228
MEM 739.667969 1672826025.9232
