CMDLINE /home/ale/.virtualenvs/pin2/bin/python dqn_cartpole.py
MEM 430.406250 1672830095.0265
MEM 430.636719 1672830095.1269
MEM 430.679688 1672830095.2272
MEM 432.019531 1672830095.3282
MEM 432.992188 1672830095.4286
MEM 433.023438 1672830095.5289
MEM 433.984375 1672830095.6292
MEM 435.453125 1672830095.7296
MEM 435.414062 1672830095.8299
MEM 435.742188 1672830095.9302
MEM 437.140625 1672830096.0305
MEM 438.003906 1672830096.1309
MEM 438.027344 1672830096.2312
MEM 438.988281 1672830096.3315
MEM 439.914062 1672830096.4320
MEM 440.410156 1672830096.5323
MEM 440.550781 1672830096.6327
MEM 441.910156 1672830096.7330
MEM 443.050781 1672830096.8333
MEM 443.312500 1672830096.9337
MEM 444.109375 1672830097.0340
MEM 445.210938 1672830097.1344
MEM 445.769531 1672830097.2348
MEM 445.886719 1672830097.3351
MEM 446.699219 1672830097.4355
MEM 448.113281 1672830097.5359
MEM 448.148438 1672830097.6362
MEM 448.554688 1672830097.7365
MEM 449.609375 1672830097.8369
MEM 450.558594 1672830097.9372
MEM 450.562500 1672830098.0376
MEM 451.359375 1672830098.1380
MEM 452.296875 1672830098.2384
MEM 453.195312 1672830098.3387
MEM 453.183594 1672830098.4391
MEM 454.113281 1672830098.5395
MEM 455.492188 1672830098.6398
MEM 455.488281 1672830098.7402
MEM 456.363281 1672830098.8405
MEM 457.421875 1672830098.9408
MEM 458.425781 1672830099.0412
MEM 458.394531 1672830099.1415
MEM 459.398438 1672830099.2419
MEM 460.871094 1672830099.3422
MEM 460.804688 1672830099.4426
MEM 460.914062 1672830099.5434
MEM 462.210938 1672830099.6437
MEM 463.218750 1672830099.7441
MEM 463.445312 1672830099.8444
MEM 464.015625 1672830099.9448
MEM 465.300781 1672830100.0451
MEM 465.843750 1672830100.1455
MEM 465.976562 1672830100.2459
MEM 467.250000 1672830100.3462
MEM 467.777344 1672830100.4466
MEM 468.148438 1672830100.5469
MEM 468.976562 1672830100.6472
MEM 470.464844 1672830100.7475
MEM 470.738281 1672830100.8478
MEM 471.539062 1672830100.9482
MEM 472.457031 1672830101.0486
MEM 473.351562 1672830101.1489
MEM 473.386719 1672830101.2493
MEM 473.945312 1672830101.3496
MEM 475.277344 1672830101.4499
MEM 475.808594 1672830101.5503
MEM 475.953125 1672830101.6506
MEM 477.292969 1672830101.7510
MEM 478.421875 1672830101.8513
MEM 478.484375 1672830101.9516
MEM 479.023438 1672830102.0520
MEM 480.214844 1672830102.1523
MEM 480.863281 1672830102.2526
MEM 480.835938 1672830102.3530
MEM 481.914062 1672830102.4533
MEM 483.230469 1672830102.5541
MEM 483.289062 1672830102.6544
MEM 484.000000 1672830102.7547
MEM 484.851562 1672830102.8552
MEM 485.898438 1672830102.9556
MEM 485.875000 1672830103.0559
MEM 486.917969 1672830103.1562
MEM 488.007812 1672830103.2566
MEM 488.585938 1672830103.3570
MEM 488.648438 1672830103.4573
MEM 490.042969 1672830103.5577
MEM 490.964844 1672830103.6582
MEM 491.242188 1672830103.7586
MEM 491.656250 1672830103.8590
MEM 493.078125 1672830103.9595
MEM 493.609375 1672830104.0599
MEM 493.582031 1672830104.1603
MEM 494.527344 1672830104.2607
MEM 495.457031 1672830104.3611
MEM 495.972656 1672830104.4615
MEM 495.949219 1672830104.5620
MEM 496.906250 1672830104.6624
MEM 498.304688 1672830104.7628
MEM 498.835938 1672830104.8632
MEM 498.789062 1672830104.9639
MEM 500.015625 1672830105.0643
MEM 501.269531 1672830105.1648
MEM 501.273438 1672830105.2653
MEM 501.574219 1672830105.3657
MEM 502.628906 1672830105.4661
MEM 503.644531 1672830105.5665
MEM 503.628906 1672830105.6669
MEM 504.167969 1672830105.7674
MEM 505.781250 1672830105.8678
MEM 506.253906 1672830105.9682
MEM 506.222656 1672830106.0686
MEM 507.183594 1672830106.1691
MEM 508.636719 1672830106.2694
MEM 508.636719 1672830106.3699
MEM 508.726562 1672830106.4702
MEM 509.562500 1672830106.5706
MEM 510.968750 1672830106.6711
MEM 510.945312 1672830106.7715
MEM 511.527344 1672830106.8719
MEM 512.515625 1672830106.9723
MEM 513.570312 1672830107.0727
MEM 513.542969 1672830107.1730
MEM 514.054688 1672830107.2734
MEM 515.464844 1672830107.3738
MEM 516.250000 1672830107.4743
MEM 516.242188 1672830107.5747
MEM 516.230469 1672830107.6751
MEM 516.199219 1672830107.7756
MEM 516.152344 1672830107.8760
MEM 516.378906 1672830107.9764
MEM 516.343750 1672830108.0769
MEM 516.316406 1672830108.1774
MEM 516.285156 1672830108.2777
MEM 516.238281 1672830108.3781
MEM 516.207031 1672830108.4784
MEM 516.175781 1672830108.5788
MEM 516.140625 1672830108.6791
MEM 516.113281 1672830108.7795
MEM 516.078125 1672830108.8798
MEM 516.050781 1672830108.9802
MEM 516.015625 1672830109.0807
MEM 516.421875 1672830109.1810
MEM 516.390625 1672830109.2814
MEM 516.433594 1672830109.3817
MEM 516.593750 1672830109.4820
MEM 516.644531 1672830109.5823
MEM 516.710938 1672830109.6827
MEM 517.832031 1672830109.7830
MEM 519.132812 1672830109.8833
MEM 519.105469 1672830109.9835
MEM 519.203125 1672830110.0839
MEM 520.589844 1672830110.1842
MEM 521.675781 1672830110.2845
MEM 521.644531 1672830110.3849
MEM 521.742188 1672830110.4852
MEM 523.089844 1672830110.5856
MEM 523.929688 1672830110.6859
MEM 523.894531 1672830110.7863
MEM 524.449219 1672830110.8867
MEM 525.273438 1672830110.9870
MEM 526.164062 1672830111.0874
MEM 526.121094 1672830111.1877
MEM 527.410156 1672830111.2881
MEM 528.175781 1672830111.3884
MEM 528.609375 1672830111.4888
MEM 528.574219 1672830111.5893
MEM 529.546875 1672830111.6897
MEM 530.441406 1672830111.7901
MEM 530.859375 1672830111.8909
MEM 531.011719 1672830111.9913
MEM 532.609375 1672830112.0918
MEM 533.703125 1672830112.1922
MEM 533.656250 1672830112.2926
MEM 534.738281 1672830112.3930
MEM 535.562500 1672830112.4935
MEM 536.050781 1672830112.5939
MEM 536.093750 1672830112.6943
MEM 536.937500 1672830112.7946
MEM 538.367188 1672830112.8950
MEM 538.265625 1672830112.9954
MEM 538.234375 1672830113.0959
MEM 538.832031 1672830113.1963
MEM 540.039062 1672830113.2968
MEM 540.839844 1672830113.3971
MEM 540.824219 1672830113.4975
MEM 540.792969 1672830113.5979
MEM 541.343750 1672830113.6982
MEM 542.296875 1672830113.7986
MEM 543.117188 1672830113.8990
MEM 543.101562 1672830113.9994
MEM 543.070312 1672830114.0998
MEM 543.597656 1672830114.2001
MEM 544.570312 1672830114.3005
MEM 545.375000 1672830114.4008
MEM 545.601562 1672830114.5011
MEM 545.585938 1672830114.6015
MEM 546.921875 1672830114.7018
MEM 547.324219 1672830114.8022
MEM 547.726562 1672830114.9025
MEM 547.710938 1672830115.0029
MEM 548.054688 1672830115.1033
MEM 548.980469 1672830115.2038
MEM 549.812500 1672830115.3041
MEM 550.332031 1672830115.4045
MEM 550.285156 1672830115.5048
MEM 550.742188 1672830115.6052
MEM 551.652344 1672830115.7055
MEM 552.570312 1672830115.8059
MEM 552.535156 1672830115.9063
MEM 552.816406 1672830116.0067
MEM 554.187500 1672830116.1070
MEM 554.996094 1672830116.2074
MEM 554.964844 1672830116.3077
MEM 555.558594 1672830116.4081
MEM 556.351562 1672830116.5085
MEM 557.246094 1672830116.6089
MEM 557.214844 1672830116.7092
MEM 557.339844 1672830116.8096
MEM 558.468750 1672830116.9100
MEM 559.644531 1672830117.0104
MEM 559.773438 1672830117.1107
MEM 560.070312 1672830117.2111
MEM 560.996094 1672830117.3115
MEM 562.164062 1672830117.4119
MEM 562.296875 1672830117.5123
MEM 562.343750 1672830117.6127
MEM 563.234375 1672830117.7130
MEM 564.386719 1672830117.8135
MEM 564.566406 1672830117.9140
MEM 564.671875 1672830118.0144
MEM 566.023438 1672830118.1149
MEM 567.082031 1672830118.2154
MEM 567.054688 1672830118.3159
MEM 567.476562 1672830118.4162
MEM 568.539062 1672830118.5166
MEM 569.441406 1672830118.6169
MEM 569.410156 1672830118.7172
MEM 569.878906 1672830118.8176
MEM 570.773438 1672830118.9181
MEM 571.699219 1672830119.0185
MEM 571.648438 1672830119.1189
MEM 572.378906 1672830119.2194
MEM 574.000000 1672830119.3198
MEM 574.488281 1672830119.4201
MEM 574.507812 1672830119.5206
MEM 575.628906 1672830119.6210
MEM 576.761719 1672830119.7214
MEM 576.734375 1672830119.8217
MEM 577.160156 1672830119.9221
MEM 578.070312 1672830120.0224
MEM 579.011719 1672830120.1228
MEM 579.222656 1672830120.2232
MEM 579.683594 1672830120.3236
MEM 581.093750 1672830120.4240
MEM 581.433594 1672830120.5244
MEM 581.402344 1672830120.6248
MEM 582.308594 1672830120.7251
MEM 583.679688 1672830120.8254
MEM 583.605469 1672830120.9260
MEM 583.964844 1672830121.0263
MEM 585.296875 1672830121.1267
MEM 586.207031 1672830121.2272
MEM 586.175781 1672830121.3276
MEM 586.738281 1672830121.4279
MEM 588.062500 1672830121.5284
MEM 588.949219 1672830121.6288
MEM 588.917969 1672830121.7293
MEM 589.703125 1672830121.8298
MEM 590.589844 1672830121.9301
MEM 591.281250 1672830122.0308
MEM 591.500000 1672830122.1311
MEM 592.250000 1672830122.2315
MEM 593.394531 1672830122.3318
MEM 593.535156 1672830122.4321
MEM 593.710938 1672830122.5324
MEM 595.007812 1672830122.6328
MEM 595.910156 1672830122.7331
MEM 595.882812 1672830122.8335
MEM 596.343750 1672830122.9339
MEM 597.238281 1672830123.0343
MEM 598.464844 1672830123.1346
MEM 598.417969 1672830123.2350
MEM 598.859375 1672830123.3354
MEM 600.191406 1672830123.4358
MEM 600.703125 1672830123.5361
MEM 600.687500 1672830123.6364
MEM 600.707031 1672830123.7368
MEM 601.875000 1672830123.8371
MEM 602.718750 1672830123.9375
MEM 603.207031 1672830124.0378
MEM 603.191406 1672830124.1381
MEM 603.914062 1672830124.2385
MEM 604.785156 1672830124.3388
MEM 605.730469 1672830124.4392
MEM 605.714844 1672830124.5397
MEM 605.847656 1672830124.6400
MEM 606.660156 1672830124.7405
MEM 607.582031 1672830124.8408
MEM 607.980469 1672830124.9412
MEM 608.035156 1672830125.0416
MEM 609.132812 1672830125.1420
MEM 610.191406 1672830125.2427
MEM 610.417969 1672830125.3431
MEM 610.976562 1672830125.4434
MEM 612.308594 1672830125.5438
MEM 612.800781 1672830125.6442
MEM 612.824219 1672830125.7446
MEM 613.707031 1672830125.8449
MEM 614.816406 1672830125.9454
MEM 615.054688 1672830126.0458
MEM 615.070312 1672830126.1462
MEM 616.480469 1672830126.2465
MEM 617.824219 1672830126.3469
MEM 617.792969 1672830126.4472
MEM 617.859375 1672830126.5476
MEM 619.164062 1672830126.6480
MEM 620.082031 1672830126.7484
MEM 620.050781 1672830126.8487
MEM 620.511719 1672830126.9492
MEM 621.437500 1672830127.0498
MEM 622.378906 1672830127.1501
MEM 622.398438 1672830127.2505
MEM 622.453125 1672830127.3509
MEM 623.621094 1672830127.4513
MEM 624.468750 1672830127.5517
MEM 625.062500 1672830127.6520
MEM 625.031250 1672830127.7524
MEM 625.996094 1672830127.8528
MEM 626.824219 1672830127.9532
MEM 627.421875 1672830128.0537
MEM 627.394531 1672830128.1541
MEM 628.117188 1672830128.2546
MEM 629.238281 1672830128.3550
MEM 629.804688 1672830128.4555
MEM 630.289062 1672830128.5559
MEM 630.742188 1672830128.6563
MEM 631.652344 1672830128.7567
MEM 632.589844 1672830128.8572
MEM 632.625000 1672830128.9575
MEM 632.605469 1672830129.0578
MEM 633.589844 1672830129.1582
MEM 634.472656 1672830129.2586
MEM 634.984375 1672830129.3591
MEM 634.984375 1672830129.4596
MEM 634.957031 1672830129.5600
MEM 634.921875 1672830129.6604
MEM 634.894531 1672830129.7607
MEM 635.121094 1672830129.8613
MEM 635.089844 1672830129.9617
MEM 635.054688 1672830130.0620
MEM 635.023438 1672830130.1623
MEM 634.996094 1672830130.2628
MEM 634.964844 1672830130.3632
MEM 634.925781 1672830130.4637
MEM 634.902344 1672830130.5640
MEM 634.867188 1672830130.6644
MEM 634.839844 1672830130.7648
MEM 634.824219 1672830130.8651
MEM 634.792969 1672830130.9655
MEM 635.015625 1672830131.0659
MEM 635.015625 1672830131.1661
MEM 635.222656 1672830131.2665
MEM 635.191406 1672830131.3669
MEM 635.523438 1672830131.4673
MEM 635.839844 1672830131.5678
MEM 636.210938 1672830131.6681
MEM 636.394531 1672830131.7686
MEM 636.363281 1672830131.8690
MEM 636.976562 1672830131.9693
MEM 637.382812 1672830132.0697
MEM 637.546875 1672830132.1700
MEM 637.519531 1672830132.2705
MEM 638.066406 1672830132.3709
MEM 639.074219 1672830132.4714
MEM 639.851562 1672830132.5718
MEM 639.828125 1672830132.6722
MEM 640.285156 1672830132.7726
MEM 641.312500 1672830132.8731
MEM 642.078125 1672830132.9734
MEM 642.046875 1672830133.0739
MEM 642.265625 1672830133.1742
MEM 643.277344 1672830133.2746
MEM 644.414062 1672830133.3751
MEM 644.562500 1672830133.4757
MEM 644.734375 1672830133.5761
MEM 646.023438 1672830133.6764
MEM 646.917969 1672830133.7768
MEM 647.160156 1672830133.8771
MEM 647.128906 1672830133.9775
MEM 648.183594 1672830134.0779
MEM 649.039062 1672830134.1783
MEM 649.007812 1672830134.2787
MEM 649.308594 1672830134.3791
MEM 650.687500 1672830134.4794
MEM 651.757812 1672830134.5797
MEM 651.710938 1672830134.6800
MEM 652.242188 1672830134.7803
MEM 653.527344 1672830134.8807
MEM 653.968750 1672830134.9810
MEM 654.191406 1672830135.0814
MEM 654.925781 1672830135.1818
MEM 656.351562 1672830135.2822
MEM 656.476562 1672830135.3825
MEM 656.625000 1672830135.4828
MEM 657.964844 1672830135.5832
MEM 658.792969 1672830135.6836
MEM 658.761719 1672830135.7839
MEM 659.289062 1672830135.8842
MEM 660.238281 1672830135.9846
MEM 661.070312 1672830136.0849
MEM 661.281250 1672830136.1852
MEM 662.355469 1672830136.2856
MEM 663.171875 1672830136.3859
MEM 663.984375 1672830136.4863
MEM 663.960938 1672830136.5867
MEM 665.167969 1672830136.6871
MEM 666.265625 1672830136.7874
MEM 666.257812 1672830136.8878
MEM 666.765625 1672830136.9882
MEM 668.132812 1672830137.0886
MEM 668.503906 1672830137.1890
MEM 668.472656 1672830137.2894
MEM 669.453125 1672830137.3898
MEM 671.058594 1672830137.4901
MEM 671.027344 1672830137.5905
MEM 671.125000 1672830137.6909
MEM 672.445312 1672830137.7913
MEM 673.312500 1672830137.8916
MEM 673.281250 1672830137.9919
MEM 673.800781 1672830138.0923
MEM 674.984375 1672830138.1926
MEM 675.824219 1672830138.2930
MEM 675.777344 1672830138.3933
MEM 677.019531 1672830138.4940
MEM 678.417969 1672830138.5944
MEM 678.320312 1672830138.6948
MEM 678.824219 1672830138.7952
MEM 679.812500 1672830138.8955
MEM 680.660156 1672830138.9959
MEM 680.628906 1672830139.0962
MEM 681.101562 1672830139.1966
MEM 682.757812 1672830139.2968
MEM 683.148438 1672830139.3972
MEM 683.113281 1672830139.4977
MEM 684.117188 1672830139.5980
MEM 685.066406 1672830139.6984
MEM 685.445312 1672830139.7988
MEM 685.500000 1672830139.8996
MEM 686.828125 1672830140.0000
MEM 687.718750 1672830140.1004
MEM 687.917969 1672830140.2007
MEM 688.335938 1672830140.3012
MEM 689.925781 1672830140.4016
MEM 690.296875 1672830140.5019
MEM 690.519531 1672830140.6022
MEM 691.617188 1672830140.7026
MEM 692.460938 1672830140.8030
MEM 692.835938 1672830140.9033
MEM 692.863281 1672830141.0037
MEM 694.281250 1672830141.1041
MEM 695.125000 1672830141.2045
MEM 695.332031 1672830141.3048
MEM 696.113281 1672830141.4052
MEM 697.187500 1672830141.5056
MEM 697.605469 1672830141.6060
MEM 697.746094 1672830141.7063
MEM 699.074219 1672830141.8070
MEM 699.898438 1672830141.9073
MEM 699.867188 1672830142.0081
MEM 700.398438 1672830142.1085
MEM 701.328125 1672830142.2088
MEM 702.171875 1672830142.3091
MEM 702.402344 1672830142.4099
MEM 703.394531 1672830142.5103
MEM 704.988281 1672830142.6107
MEM 704.953125 1672830142.7111
MEM 705.480469 1672830142.8115
MEM 706.820312 1672830142.9119
MEM 707.250000 1672830143.0122
MEM 707.304688 1672830143.1125
MEM 708.421875 1672830143.2129
MEM 709.710938 1672830143.3134
MEM 709.664062 1672830143.4137
MEM 710.746094 1672830143.5141
MEM 711.593750 1672830143.6144
MEM 711.972656 1672830143.7148
MEM 712.207031 1672830143.8152
MEM 712.949219 1672830143.9156
MEM 714.292969 1672830144.0160
MEM 714.519531 1672830144.1163
MEM 714.667969 1672830144.2167
MEM 715.992188 1672830144.3171
MEM 716.820312 1672830144.4175
MEM 716.796875 1672830144.5179
MEM 717.582031 1672830144.6183
MEM 718.660156 1672830144.7187
MEM 719.363281 1672830144.8191
MEM 719.503906 1672830144.9195
MEM 720.332031 1672830145.0199
MEM 722.003906 1672830145.1203
MEM 721.875000 1672830145.2207
MEM 722.292969 1672830145.3212
MEM 723.367188 1672830145.4216
MEM 724.210938 1672830145.5220
MEM 724.164062 1672830145.6224
MEM 725.164062 1672830145.7228
MEM 726.054688 1672830145.8232
MEM 726.472656 1672830145.9240
MEM 726.609375 1672830146.0245
MEM 727.683594 1672830146.1248
MEM 729.027344 1672830146.2252
MEM 728.992188 1672830146.3255
MEM 729.390625 1672830146.4259
MEM 730.449219 1672830146.5262
MEM 731.300781 1672830146.6266
MEM 731.269531 1672830146.7273
MEM 731.800781 1672830146.8276
MEM 733.265625 1672830146.9280
MEM 733.824219 1672830147.0283
MEM 734.046875 1672830147.1287
MEM 735.136719 1672830147.2291
MEM 736.199219 1672830147.3294
MEM 736.343750 1672830147.4298
MEM 736.808594 1672830147.5301
MEM 737.664062 1672830147.6305
MEM 738.542969 1672830147.7309
MEM 738.496094 1672830147.8312
MEM 739.093750 1672830147.9319
MEM 740.699219 1672830148.0322
MEM 741.117188 1672830148.1326
MEM 741.089844 1672830148.2329
MEM 742.140625 1672830148.3332
MEM 742.988281 1672830148.4336
MEM 743.460938 1672830148.5339
MEM 743.503906 1672830148.6351
MEM 744.675781 1672830148.7356
MEM 745.742188 1672830148.8363
MEM 745.695312 1672830148.9368
MEM 746.761719 1672830149.0372
MEM 748.097656 1672830149.1376
MEM 748.480469 1672830149.2380
MEM 748.449219 1672830149.3383
MEM 749.496094 1672830149.4387
MEM 750.878906 1672830149.5390
MEM 750.851562 1672830149.6395
MEM 751.382812 1672830149.7399
MEM 752.179688 1672830149.8403
MEM 753.160156 1672830149.9408
MEM 753.160156 1672830150.0412
MEM 753.128906 1672830150.1416
MEM 753.355469 1672830150.2421
MEM 753.304688 1672830150.3433
MEM 753.273438 1672830150.4436
MEM 753.242188 1672830150.5440
MEM 753.210938 1672830150.6444
MEM 753.183594 1672830150.7448
MEM 753.152344 1672830150.8452
MEM 753.121094 1672830150.9456
MEM 753.070312 1672830151.0460
MEM 753.046875 1672830151.1464
MEM 753.015625 1672830151.2469
MEM 753.242188 1672830151.3473
MEM 753.472656 1672830151.4478
MEM 753.441406 1672830151.5482
MEM 753.726562 1672830151.6486
MEM 753.597656 1672830151.7489
MEM 753.589844 1672830151.8494
MEM 753.746094 1672830151.9497
MEM 753.816406 1672830152.0501
MEM 753.906250 1672830152.1506
MEM 754.664062 1672830152.2509
MEM 755.316406 1672830152.3514
MEM 755.250000 1672830152.4518
MEM 755.312500 1672830152.5522
MEM 756.613281 1672830152.6526
MEM 757.414062 1672830152.7530
MEM 757.378906 1672830152.8541
MEM 757.886719 1672830152.9545
MEM 758.785156 1672830153.0549
MEM 759.578125 1672830153.1554
MEM 759.531250 1672830153.2559
MEM 760.718750 1672830153.3563
MEM 761.726562 1672830153.4567
MEM 762.097656 1672830153.5571
MEM 762.226562 1672830153.6575
MEM 763.710938 1672830153.7579
MEM 764.585938 1672830153.8582
MEM 764.554688 1672830153.9586
MEM 765.085938 1672830154.0595
MEM 766.406250 1672830154.1599
MEM 766.824219 1672830154.2603
MEM 767.054688 1672830154.3607
MEM 768.070312 1672830154.4610
MEM 768.960938 1672830154.5614
MEM 769.394531 1672830154.6617
MEM 769.507812 1672830154.7621
MEM 770.839844 1672830154.8625
MEM 771.679688 1672830154.9629
MEM 771.644531 1672830155.0633
MEM 772.175781 1672830155.1636
MEM 773.371094 1672830155.2640
MEM 774.191406 1672830155.3644
MEM 774.160156 1672830155.4648
MEM 775.152344 1672830155.5652
MEM 776.554688 1672830155.6655
MEM 776.707031 1672830155.7659
MEM 776.859375 1672830155.8662
MEM 778.117188 1672830155.9665
MEM 779.007812 1672830156.0669
MEM 778.960938 1672830156.1672
MEM 780.218750 1672830156.2676
MEM 781.046875 1672830156.3680
MEM 781.531250 1672830156.4684
MEM 781.597656 1672830156.5688
MEM 782.710938 1672830156.6692
MEM 783.792969 1672830156.7697
MEM 783.765625 1672830156.8701
MEM 784.320312 1672830156.9705
MEM 785.417969 1672830157.0709
MEM 786.300781 1672830157.1712
MEM 786.265625 1672830157.2716
MEM 787.234375 1672830157.3719
MEM 788.429688 1672830157.4724
MEM 788.566406 1672830157.5728
MEM 788.625000 1672830157.6732
MEM 789.941406 1672830157.7737
MEM 790.828125 1672830157.8741
MEM 791.054688 1672830157.9745
MEM 791.613281 1672830158.0749
MEM 792.968750 1672830158.1753
MEM 793.589844 1672830158.2757
MEM 793.820312 1672830158.3762
MEM 794.996094 1672830158.4765
MEM 795.671875 1672830158.5770
MEM 795.640625 1672830158.6774
MEM 796.597656 1672830158.7778
MEM 797.917969 1672830158.8782
MEM 797.886719 1672830158.9786
MEM 798.437500 1672830159.0790
MEM 799.523438 1672830159.1795
MEM 800.437500 1672830159.2799
MEM 800.406250 1672830159.3803
MEM 800.898438 1672830159.4806
MEM 801.855469 1672830159.5810
MEM 802.753906 1672830159.6814
MEM 802.722656 1672830159.7817
MEM 803.156250 1672830159.8820
MEM 804.332031 1672830159.9824
MEM 805.187500 1672830160.0827
MEM 805.152344 1672830160.1830
MEM 805.886719 1672830160.2833
MEM 806.742188 1672830160.3836
MEM 807.617188 1672830160.4839
MEM 807.574219 1672830160.5843
MEM 808.175781 1672830160.6847
MEM 809.242188 1672830160.7850
MEM 810.062500 1672830160.8853
MEM 810.050781 1672830160.9857
MEM 810.019531 1672830161.0861
MEM 811.089844 1672830161.1865
MEM 812.167969 1672830161.2869
MEM 812.683594 1672830161.3873
MEM 812.640625 1672830161.4876
MEM 813.093750 1672830161.5879
MEM 814.507812 1672830161.6882
MEM 815.015625 1672830161.7886
MEM 815.023438 1672830161.8890
MEM 816.324219 1672830161.9893
MEM 817.281250 1672830162.0897
MEM 817.234375 1672830162.1901
MEM 817.957031 1672830162.2911
MEM 819.300781 1672830162.3915
MEM 820.042969 1672830162.4918
MEM 820.062500 1672830162.5921
MEM 821.371094 1672830162.6925
MEM 822.308594 1672830162.7928
MEM 822.273438 1672830162.8932
MEM 823.246094 1672830162.9935
MEM 824.554688 1672830163.0938
MEM 824.523438 1672830163.1941
MEM 825.234375 1672830163.2945
MEM 826.558594 1672830163.3948
MEM 827.070312 1672830163.4956
MEM 827.113281 1672830163.5959
MEM 828.484375 1672830163.6962
MEM 829.320312 1672830163.7966
MEM 829.273438 1672830163.8969
MEM 830.097656 1672830163.9973
MEM 831.175781 1672830164.0976
MEM 831.625000 1672830164.1986
MEM 831.941406 1672830164.2990
MEM 833.207031 1672830164.3993
MEM 834.101562 1672830164.4997
MEM 834.058594 1672830164.6001
MEM 834.886719 1672830164.7004
MEM 836.062500 1672830164.8008
MEM 836.593750 1672830164.9012
MEM 836.753906 1672830165.0016
MEM 837.921875 1672830165.1019
MEM 839.257812 1672830165.2022
MEM 839.226562 1672830165.3026
MEM 839.765625 1672830165.4029
MEM 841.109375 1672830165.5032
MEM 841.468750 1672830165.6036
MEM 841.437500 1672830165.7039
MEM 842.410156 1672830165.8042
MEM 843.757812 1672830165.9046
MEM 843.726562 1672830166.0050
MEM 844.761719 1672830166.1053
MEM 846.097656 1672830166.2057
MEM 846.054688 1672830166.3061
MEM 846.343750 1672830166.4064
MEM 847.667969 1672830166.5067
MEM 848.570312 1672830166.6071
MEM 848.539062 1672830166.7074
MEM 849.531250 1672830166.8080
MEM 850.343750 1672830166.9083
MEM 850.824219 1672830167.0087
MEM 851.132812 1672830167.1091
MEM 852.531250 1672830167.2094
MEM 853.390625 1672830167.3098
MEM 853.339844 1672830167.4101
MEM 853.867188 1672830167.5108
MEM 855.203125 1672830167.6112
MEM 855.597656 1672830167.7122
MEM 855.871094 1672830167.8126
MEM 856.960938 1672830167.9130
MEM 858.101562 1672830168.0134
MEM 858.066406 1672830168.1137
MEM 859.289062 1672830168.2141
MEM 859.925781 1672830168.3148
MEM 858.425781 1672830168.4152
MEM 0.000000 1672830168.5156
